Magazine,Number of contribution in magazine,Contributor: Last name / first name,Pseudonym / abbreviation used,Source of contributor data,Sex,Country of Origin,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,Type of contribution: comparable,Language,Dedication,Translator,Original language
Alma Española,699,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,El portero de Ministerio,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,700,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,El de casino,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,701,"La Rochefoucauld, François de",,http://viaf.org/viaf/46763296,M,France,1613,1680,deceased,No title,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,702,"Tapia, Luis de",,http://viaf.org/viaf/12041068,M,Spain,1871,1937,33,Pimiento molido,22,23 de abril de 1904,1904-04-23,Lyricism,Spanish,,,
Alma Española,703,Marín,,First search unsuccessful,NA,NA,NA,NA,NA,No title,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,704,Marín,,First search unsuccessful,NA,NA,NA,NA,NA,No title,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,705,Marín,,First search unsuccessful,NA,NA,NA,NA,NA,No title,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,706,Marín,,First search unsuccessful,NA,NA,NA,NA,NA,No title,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,707,Marín,,First search unsuccessful,NA,NA,NA,NA,NA,No title,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,708,"Martínez Sierra, Gregorio",,http://viaf.org/viaf/49350022,M,Spain,1881,1947,23,Las malas costumbres: Grosería española,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,709,"Jiménez, Juan Ramón",,http://viaf.org/viaf/59077345,M,Spain,1881,1958,23,Pastoral,22,23 de abril de 1904,1904-04-23,Lyricism,Spanish,,,
Alma Española,710,"Sawa, Alejandro",,http://viaf.org/viaf/59126336,M,Spain,1862,1909,42,Necrología,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,711,"Pérez Triana, Santiago",,http://viaf.org/viaf/71531251,M,Colombia,1858,1916,46,Apuntes internacionales: El fracaso del tribunal de La Haya,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,712,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: Isabel II,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,713,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: Un accidente,22,23 de abril de 1904,1904-04-23,Non-fictional Prose,Spanish,,,
Alma Española,714,"Francés, José",,http://viaf.org/viaf/100256859,M,Spain,1883,1964,21,Visto y leído: Glosar de semanarios,22,23 de abril de 1904,1904-04-23,Magazine Review,Spanish,,,
Alma Española,715,"Tapia, Luis de",,http://viaf.org/viaf/12041068,M,Spain,1871,1937,33,No title,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,716,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,717,Leipziger,,First search unsuccessful,NA,NA,NA,NA,NA,Caricatura extranjera,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,718,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,719,Leipziger,,First search unsuccessful,NA,NA,NA,NA,NA,Caricatura extranjera,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,720,"Satterfield, Robert William",,https://en.wikipedia.org/wiki/Bob_Satterfield_(cartoonist),M,USA,1875,1958,29,Caricatura extranjera,22,23 de abril de 1904,1904-04-23,Image,n.I.,,,
Alma Española,721,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,Directores de periódicas: Miguel Moya,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,722,Editorial department,,n.I.,NA,NA,NA,NA,NA,El rey en Andalucía,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,723,"Unamuno, Miguel de",,http://viaf.org/viaf/88844103,M,Spain,1864,1936,40,Guerra civil,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,724,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,De re mística: Adoración del Santo Cristo de las Enagüillas,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,725,"Sawa, Alejandro",,http://viaf.org/viaf/59126336,M,Spain,1862,1909,42,Jornada histórica,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,726,"Pereda y Revilla, Vicente de",,http://viaf.org/viaf/19508878,M,Spain,1881,1950,23,Miradas a la raza (desde una idea de Nietzsche),23,30 de abril de 1904,1904-04-30,Lyricism,Spanish,,,
Alma Española,727,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,Devotos y devotas,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,728,"Mesa, Enrique de",,http://viaf.org/viaf/38628434,M,Spain,1878,1929,26,A rey muerto...,23,30 de abril de 1904,1904-04-30,Fictional Prose,Spanish,,,
Alma Española,729,"Tapia, Luis de",,http://viaf.org/viaf/12041068,M,Spain,1871,1937,33,El marqués y la bacía (cuento sin ortografía),23,30 de abril de 1904,1904-04-30,Lyricism,Spanish,,,
Alma Española,730,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,No title,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,731,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,No title,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,732,"Carretero, Manuel",,http://viaf.org/viaf/303755433,M,Spain,1878,1908,26,Los condenados: La trata,23,30 de abril de 1904,1904-04-30,Fictional Prose,Spanish,,,
Alma Española,733,"Vidal, Fabián",,http://viaf.org/viaf/173218492,M,Spain,1884,1919,20,Crónica: Las mujeres y el arte,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,734,"Sancha Lengo, Francisco",,http://viaf.org/viaf/63482838,M,Spain,1874,1936,30,No title,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,735,"Monterrey, Manuel ",,http://viaf.org/viaf/51321988,M,Spain,1877,1963,27,¡Vencida!,23,30 de abril de 1904,1904-04-30,Lyricism,Spanish,,,
Alma Española,736,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,24,Propósitos de camaradería,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,737,"Maeztu, Ramiro de",,http://viaf.org/viaf/34495436,M,Spain,1875,1936,29,Por Cataluña (Epílogo),23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,738,"Bueno, Manuel",,http://viaf.org/viaf/6747997,M,Spain,1874,1936,30,Gacetillas: Nuestro destino,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,739,"Bernaldo de Quirós, Constancio",,http://viaf.org/viaf/51817204,M,Spain,1873,1959,31,Gacetillas: La esclavitud blanca,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,740,"Sawa, Miguel",,http://viaf.org/viaf/87172319,M,Spain,1866,1910,38,Gacetillas: El chaleco de Maura,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,741,"Salaverría, José María",,http://viaf.org/viaf/60137027,M,Spain,1873,1940,31,Gacetillas: Primavera roja,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,742,"Abel, Edmundo",,First search unsuccessful,M,NA,NA,NA,NA,Gacetillas: De arte dramático,23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,743,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Gacetillas: ""Fué asesinado""",23,30 de abril de 1904,1904-04-30,Non-fictional Prose,Spanish,,,
Alma Española,744,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,745,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,746,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,747,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Alma Española,748,Anonymous,,n.I.,NA,NA,NA,NA,NA,Caricatura extranjera,23,30 de abril de 1904,1904-04-30,Image,n.I.,,,
Helios,1,Helios,,n.I.,NA,NA,NA,NA,NA,Génesis,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,2,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,3,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,La aldea lejana con motivo de la aldea perdida,1,1903-04-01,1903-04-01,Fictional Prose,Spanish,,,
Helios,4,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,5,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,6,"Jiménez, Juan Ramón",,http://viaf.org/viaf/59077345,M,Spain,1881,1958,22,Arias tristes,1,1903-04-01,1903-04-01,Lyricism,Spanish,,,
Helios,7,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,8,"Benavente, Jacinto",,http://viaf.org/viaf/64015709,M,Spain,1866,1954,37,La noche del sábado,1,1903-04-01,1903-04-01,Drama,Spanish,,,
Helios,9,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,10,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,11,"Martínez Sierra, Gregorio",,http://viaf.org/viaf/49350022,M,Spain,1881,1947,22,Peregrino (poema en prosa),1,1903-04-01,1903-04-01,Lyricism,Spanish,,,
Helios,12,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,13,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,14,"Sala i Francès, Emili",Emilio Sala,http://viaf.org/viaf/86924213,M,Spain,1850,1910,53,Orígenes del color,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,15,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,16,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,17,"González-Blanco, Pedro",,http://viaf.org/viaf/13393530,M,Spain,1879,1961,24,¡Margaritas ad…!,1,1903-04-01,1903-04-01,Fictional Prose,Spanish,,,
Helios,18,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,19,"Navarro Lamarca, Carlos",,http://viaf.org/viaf/90579257,M,Argentina,1868,NA,35,De Quincey: El vuelo de los sueños,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,20,"De Quincey, Thomas",,http://viaf.org/viaf/14768427,M,United Kingdom,1785,1859,deceased,El vuelo de los sueños,1,1903-04-01,1903-04-01,Fictional Prose,Spanish,,"Navarro Lamarca, Carlos",English
Helios,21,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,22,"López-Roberts, Mauricio",,http://viaf.org/viaf/17069942,M,Spain,1873,1940,30,El porvenir de Paco Tudela,1,1903-04-01,1903-04-01,Fictional Prose,Spanish,,,
Helios,23,"Rodenbach, Georges",,http://viaf.org/viaf/76322185,M,Belgium,1855,1898,deceased,Campanas del domingo,1,1903-04-01,1903-04-01,Lyricism,Spanish,,Catulo,French
Helios,24,"Maeterlinck, Maurice",,http://viaf.org/viaf/2473791,M,Belgium,1862,1949,41,Lo porvenir,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,25,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,26,Helios,,n.I.,NA,NA,NA,NA,NA,Crónica: Glosario del mes,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,27,"Abel, Edmundo",,First search unsuccessful,M,NA,NA,NA,NA,De arte,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,28,Anonymous,,n.I.,NA,NA,NA,NA,NA,Información literaria: El humanismo,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,29,"Peñafort, Raimundo de",,First search unsuccessful,M,NA,NA,NA,NA,"Información literaria: ""En el fondo"", nuevo drama de Gorky",1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,30,"Monterrey, Margarita María de",,First search unsuccessful,F,NA,NA,NA,NA,Fémina: La misión del artista por Eleonora Duse,1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,31,"Monterrey, Margarita María de",,First search unsuccessful,F,NA,NA,NA,NA,Fémina: El dinero en el matrimonio,1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,32,"Monterrey, Margarita María de",,First search unsuccessful,F,NA,NA,NA,NA,Fémina: Corazones de mujeres por Matilde Serao,1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,33,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,34,"Jiménez, Juan Ramón",,http://viaf.org/viaf/59077345,M,Spain,1881,1958,22,"Los libros: ""Peregrinaciones"" por Rubén Darío (París, 1903)",1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,35,"González-Blanco, Pedro",,http://viaf.org/viaf/13393530,M,Spain,1879,1961,24,"Los libros: ""Nietzsche et l'inmoralisme'",1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,36,"González-Blanco, Pedro",,http://viaf.org/viaf/13393530,M,Spain,1879,1961,24,"Los libros: ""Vus du dehors"" por Max Nordau (Paris, 1903)",1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,37,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,Poesía,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,38,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Poesía: ""Retratos antiguos"" por Antonio de Zayas",1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,39,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Poesía: ""Las canciones de la sombra"" por Pedro de Répide",1,1903-04-01,1903-04-01,Review,Spanish,,,
Helios,40,Anonymous,,n.I.,NA,NA,NA,NA,NA,"Notas de algunas revistas: ""Wladimiro Korolenko"" por Juan Strannik",1,1903-04-01,1903-04-01,Magazine Review,Spanish,,,
Helios,41,Anonymous,,n.I.,NA,NA,NA,NA,NA,Notas de algunas revistas: Influencia de R. Strauss en la música orquestal,1,1903-04-01,1903-04-01,Magazine Review,Spanish,,,
Helios,42,Anonymous,,n.I.,NA,NA,NA,NA,NA,Notas de algunas revistas: Goethe y Nietzsche por Emilio Faguet,1,1903-04-01,1903-04-01,Magazine Review,Spanish,,,
Helios,43,Anonymous,,n.I.,NA,NA,NA,NA,NA,Notas de algunas revistas: Emerson,1,1903-04-01,1903-04-01,Magazine Review,Spanish,,,
Helios,44,Anonymous,,n.I.,NA,NA,NA,NA,NA,Notas de algunas revistas: La literatura neo-turca,1,1903-04-01,1903-04-01,Magazine Review,Spanish,,,
Helios,45,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,46,Anonymous,,n.I.,NA,NA,NA,NA,NA,Nuestro salterío,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,47,Anonymous,,n.I.,NA,NA,NA,NA,NA,Góngora,1,1903-04-01,1903-04-01,Non-fictional Prose,Spanish,,,
Helios,48,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,1,1903-04-01,1903-04-01,Image,n.I.,,,
Helios,49,"González-Blanco, Pedro",,http://viaf.org/viaf/13393530,M,Spain,1879,1961,24,Jacinto Benavente,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,50,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,2,1903-05-01,1903-05-01,Image,n.I.,,,
Helios,51,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,52,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Luz",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,53,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Parisina",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,54,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Victoria",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,55,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Nieves I",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,56,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Nieves II",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,57,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,58,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Amalia",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,59,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Tu boca",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,60,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Tu pelo",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,61,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: La turquesa",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,62,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: Maesta",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,63,"Pérez de Ayala, Ramón",,http://viaf.org/viaf/12320329,M,Spain,1880,1962,23,"Sonetos en el gusto francés. Redondelas á la manera de Carlos de Orleans, príncipe y poeta: La musa nueva",2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,64,"Richter, Johann Paul Friedrich",,http://viaf.org/viaf/64011067,M,Germany,1763,1825,deceased,Fixlein y Blumenstuck,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,"Navarro Lamarca, Carlos",German
Helios,65,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,2,1903-05-01,1903-05-01,Image,n.I.,,,
Helios,66,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,2,1903-05-01,1903-05-01,Image,n.I.,,,
Helios,67,"Sala i Francès, Emili",Emilio Sala,http://viaf.org/viaf/86924213,M,Spain,1850,1910,53,"El color: II, Colores complementarios",2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,68,"Cunninghame Graham, Robert Bontine",,http://viaf.org/viaf/61539913,M,United Kingdom,1852,1936,51,El esqueleto del Caney,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,English
Helios,69,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,2,1903-05-01,1903-05-01,Image,n.I.,,,
Helios,70,"Pérez Triana, Santiago",,http://viaf.org/viaf/71531251,M,Colombia,1858,1916,45,Apuntes internacionales: El ukase del Zar,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,71,"Rueda, Salvador",,http://viaf.org/viaf/17371849,M,Spain,1857,1933,46,A Querol (soneto),2,1903-05-01,1903-05-01,Lyricism,Spanish,,,
Helios,72,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,2,1903-05-01,1903-05-01,Image,n.I.,,,
Helios,73,"López-Roberts, Mauricio",,http://viaf.org/viaf/17069942,M,Spain,1873,1940,30,El porvenir de Paco Tudela,2,1903-05-01,1903-05-01,Fictional Prose,Spanish,,,
Helios,74,"Albornoz, Álvaro de",,http://viaf.org/viaf/87862970,M,Spain,1879,1954,24,Evolución del socialismo,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,75,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,2,1903-05-01,1903-05-01,Image,n.I.,,,
Helios,76,"Régnier, Henri de",,http://viaf.org/viaf/19683277,M,France,1864,1936,39,Juegos místicos y divinos: El visitante,2,1903-05-01,1903-05-01,Lyricism,Spanish,,Catulo,French
Helios,77,Helios,,n.I.,NA,NA,NA,NA,NA,Crónica: Glosario del mes,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,78,Anonymous,,n.I.,NA,NA,NA,NA,NA,No title,2,1903-05-01,1903-05-01,Image,n.I.,,,
Helios,79,Helios,,n.I.,NA,NA,NA,NA,NA,De arte: Querol: El frontón del Palacio de la Biblioteca y Museos Nacionales,2,1903-05-01,1903-05-01,Review,Spanish,,,
Helios,80,Helios,,n.I.,NA,NA,NA,NA,NA,De arte: Academia libre,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,81,"Peñafort, Raimundo de",,First search unsuccessful,M,NA,NA,NA,NA,Información literaria: Literatura afghana. Khouchal Khan,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,82,"Monterrey, Margarita María de",,First search unsuccessful,F,NA,NA,NA,NA,Fémina: La poetisa polaca María Konopnitcka,2,1903-05-01,1903-05-01,Non-fictional Prose,Spanish,,,
Helios,83,"Jiménez, Juan Ramón",,http://viaf.org/viaf/59077345,M,Spain,1881,1958,22,"Los libros: Corte de amor: Florilegio de modestas y nobles damas. Lo compuso Don Ramón del Valle-Inclán (Madrid, 1903)",2,1903-05-01,1903-05-01,Review,Spanish,,,
Helios,84,"González-Blanco, Pedro",,http://viaf.org/viaf/13393530,M,Spain,1879,1961,24,"Los libros: William Caldwell, ""Schopenhauer's system in its philosophical significance""",2,1903-05-01,1903-05-01,Review,Spanish,,,
